name,symbol,isin,asset_class,instrument_type,provider,whitelist
ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Direct Plan - Dividend,123112,INF109KB1JU0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Dividend,123111,INF109KB1JS4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Cumulative,122611,INF109KB1IL1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Direct Plan - Cumulative,122608,INF109KB1IN7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Direct Plan - Dividend,122609,INF109KB1IO5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Dividend,122610,INF109KB1IM9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Cumulative,122778,INF109KB1KF9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Cumulative,122776,INF109KB1KH5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Dividend,122777,INF109KB1KI3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Dividend,122779,INF109KB1KG7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan H - Cumulative,122898,INF109KB1LD2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan H - Direct Plan - Cumulative,122896,INF109KB1LF7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Cumulative,122998,INF109KB1LH3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Direct Plan - Cumulative,122996,INF109KB1LJ9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Dividend,122999,INF109KB1LI1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Cumulative,123992,INF109KA1CZ5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Direct Plan - Cumulative,123994,INF109KA1CX0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Direct Plan - Dividend,123995,INF109KA1CY8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Dividend,123993,INF109KA1DA6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Cumulative,123367,INF109KA1AP0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Direct Plan - Cumulative,123370,INF109KA1AN5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Dividend,123368,INF109KA1AQ8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan H - Cumulative,123484,INF109KA1BN3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan H - Direct Plan - Cumulative,123482,INF109KA1BL7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan H - Dividend,123485,INF109KA1BO1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan A - Cumulative,123186,INF109KA1A41,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan A - Direct Plan - Cumulative,123184,INF109KA1A25,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Cumulative,123480,INF109KA1J67,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Direct Plan - Cumulative,123478,INF109KA1J42,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Dividend,123481,INF109KA1J75,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-369 Days Plan J - Cumulative,123628,INF109KA1P44,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-369 Days Plan J - Direct Plan - Cumulative,123627,INF109KA1P28,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-369 Days Plan J - Dividend,123626,INF109KA1P51,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Cumulative,123946,INF109KA1Q68,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Direct Plan - Cumulative,123944,INF109KA1Q43,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Dividend,123947,INF109KA1Q76,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Cumulative,123364,INF109KA10D4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Direct Plan - Cumulative,123363,INF109KA18C9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Dividend,123366,INF109KA11D2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Cumulative,123282,INF109KB1KB8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Direct Plan - Cumulative,123280,INF109KB1KD4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Direct Plan - Dividend,123281,INF109KB1KE2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Dividend,123279,INF109KB1KC6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Cumulative,123261,INF109KB1JN5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Direct Plan - Cumulative,123259,INF109KB1JP0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Dividend,123262,INF109KB1JO3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Cumulative,124399,INF109KA1DX8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Cumulative,124397,INF109KA1DV2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Dividend,124398,INF109KA1DW0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Dividend,124400,INF109KA1DY6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Cumulative,125025,INF109KA1GH4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Direct Plan - Cumulative,125023,INF109KA1GF8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Direct Plan - Dividend,125024,INF109KA1GG6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Dividend,125026,INF109KA1GI2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Cumulative,124142,INF109KA1R00,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Direct Plan - Cumulative,124143,INF109KA1Q84,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Dividend,124145,INF109KA1R18,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Cumulative,124497,INF109KA1U88,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Direct Plan - Cumulative,124495,INF109KA1U62,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Direct Plan - Dividend,124496,INF109KA1U70,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Cumulative,124217,INF109KA1T24,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Cumulative,124215,INF109KA1T08,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Dividend,124216,INF109KA1T16,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Dividend,124218,INF109KA1T32,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan N - Cumulative,124720,INF109KA1Z91,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan N - Direct Plan - Cumulative,124718,INF109KA1Y84,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Cumulative,124362,INF109KA1U47,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Direct Plan - Cumulative,124361,INF109KA1U21,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan K - Cumulative,124584,INF109KA1V20,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan K - Direct Plan - Cumulative,124582,INF109KA1V04,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Cumulative,124651,INF109KA1Z34,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Direct Plan - Cumulative,124653,INF109KA1Z18,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Dividend,124652,INF109KA1Z42,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Cumulative,124082,INF109KA1S82,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Direct Plan - Cumulative,124079,INF109KA1S66,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Dividend,124081,INF109KA1S90,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Cumulative,124593,INF109KA1Z75,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Direct Plan - Cumulative,124591,INF109KA1Z59,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Dividend,124594,INF109KA1Z83,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-540 Days Plan S - Cumulative,124922,INF109KB1BZ6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-540 Days Plan S - Direct Plan - Cumulative,124920,INF109KB1CB5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Cumulative,124221,INF109KA1DT6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Direct Plan - Cumulative,124219,INF109KA1DR0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Direct Plan - Dividend,124220,INF109KA1DS8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Dividend,124222,INF109KA1DU4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan A - Cumulative,123991,INF109KB1NH9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan A - Direct Plan - Cumulative,123988,INF109KB1NJ5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan A - Dividend,123990,INF109KB1NI7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Cumulative,124319,INF109KA1EJ5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Direct Plan - Cumulative,124317,INF109KA1EH9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Direct Plan - Dividend,124318,INF109KA1EI7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Dividend,124320,INF109KA1EK3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan P - Cumulative,124649,INF109KB1OJ3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan P - Direct Plan - Cumulative,124647,INF109KB1OL9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan P - Dividend,124650,INF109KB1OK1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-1095 Days Plan O - Cumulative,125867,INF109KA1IL2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-1095 Days Plan O - Direct Plan - Cumulative,125865,INF109KA1IN8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-1095 Days Plan O - Direct Plan - Dividend,125866,INF109KA1IO6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-1095 Days Plan O - Dividend,125868,INF109KA1IM0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Cumulative,125438,INF109KA18K2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Direct Plan - Cumulative,125436,INF109KA10L7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Direct Plan - Dividend,125437,INF109KA11L5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Dividend,125439,INF109KA19K0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-480 Days Plan L - Cumulative,125971,INF109KB1CD1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-480 Days Plan L - Direct Plan - Cumulative,125969,INF109KB1CF6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-480 Days Plan L - Dividend,125972,INF109KB1CE9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-505 Days Plan H - Cumulative,125684,INF109KB1EB1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-505 Days Plan H - Direct Plan - Cumulative,125683,INF109KB1ED7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-505 Days Plan H - Direct Plan - Dividend,125686,INF109KB1EE5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-525 Days Plan D - Cumulative,125434,INF109KB1EF2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-525 Days Plan D - Direct Plan - Cumulative,125432,INF109KB1EH8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 71-525 Days Plan D - Dividend,125435,INF109KB1EG0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1075 Days Plan Q - Cumulative,127230,INF109KA1NN8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1075 Days Plan Q - Direct Plan - Cumulative,127227,INF109KA1NP3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1075 Days Plan Q - Direct Plan - Dividend,127229,INF109KA1NQ1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1075 Days Plan Q - Dividend,127228,INF109KA1NO6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1092 Days Plan F - Cumulative,126476,INF109KA1LB7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1092 Days Plan F - Direct Plan - Cumulative,126475,INF109KA1LD3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1092 Days Plan F - Direct Plan - Dividend,126473,INF109KA1LE1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-1092 Days Plan F - Dividend,126474,INF109KA1LC5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan C - Cumulative,126325,INF109KA12R0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan C - Direct Plan - Cumulative,126324,INF109KA14R6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan C - Dividend,126327,INF109KA13R8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan M - Cumulative,126929,INF109KA12W0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan M - Direct Plan - Cumulative,126927,INF109KA14W6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan M - Direct Plan - Dividend,126928,INF109KA15W3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan T - Cumulative,127352,INF109KA18X5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan T - Direct Plan - Cumulative,127351,INF109KA10Y0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-366 Days Plan T - Direct Plan - Dividend,127354,INF109KA11Y8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-367 Days Plan R - Cumulative,127233,INF109KA16W1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-367 Days Plan R - Direct Plan - Cumulative,127231,INF109KA18W7,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan A - Cumulative,126127,INF109KA10Q6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan A - Direct Plan - Cumulative,126125,INF109KA12Q2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan A - Direct Plan - Dividend,126126,INF109KA13Q0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan A - Dividend,126128,INF109KA11Q4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan D - Cumulative,126334,INF109KA11S0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan D - Direct Plan - Cumulative,126332,INF109KA13S6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan D - Dividend,126335,INF109KA12S8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Cumulative,127052,INF109KA12Y6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Direct Plan - Cumulative,127050,INF109KA14Y2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Direct Plan - Dividend,127051,INF109KA15Y9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Dividend,127049,INF109KA13Y4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-370 Days Plan G - Cumulative,126562,INF109KA16U5,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-370 Days Plan G - Direct Plan - Cumulative,126560,INF109KA18U1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-370 Days Plan G - Direct Plan - Dividend,126561,INF109KA19U9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-370 Days Plan G - Dividend,126563,INF109KA17U3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-409 Days Plan S - Cumulative,127261,INF109KB1AX3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-409 Days Plan S - Direct Plan - Cumulative,127259,INF109KB1AZ8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-409 Days Plan S - Direct Plan - Dividend,127260,INF109KB1BA9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-409 Days Plan S - Dividend,127262,INF109KB1AY1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-425 Days Plan N - Cumulative,127032,INF109KB1BR3,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-425 Days Plan N - Direct Plan - Cumulative,127031,INF109KB1BT9,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-425 Days Plan N - Dividend,127033,INF109KB1BS1,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-440 Days Plan L - Cumulative,126804,INF109KB1CH2,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-440 Days Plan L - Direct Plan - Cumulative,126802,INF109KB1CJ8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-440 Days Plan L - Direct Plan - Dividend,126803,INF109KB1CK6,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-440 Days Plan L - Dividend,126801,INF109KB1CI0,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-483 Days Plan J - Cumulative,126642,INF109KB1GC4,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
ICICI Prudential Fixed Maturity Plan-Series 72-483 Days Plan J - Direct Plan - Cumulative,126641,INF109KB1GA8,MUTUAL_FUND,OTHER,ICICI Pru AMC,FALSE
